method,attacker,seed,outcome,success,end_time,tau_I,tau_B,tau_L,min_rho,min_attacker_hvu_dist,min_h_V,min_mu_V,min_eta_V,mean_h_V,mean_mu_V,mean_eta_V,eta_viol_integral,fraction_h_V_negative,fraction_mu_V_negative,fraction_eta_V_negative,fraction_planner_stressed,Omega_max,a_max
pn,pilot_hard,52,breach,False,2.959999999999981,,2.949999999999981,0.6800000000000004,4.393472074794373,2.910318397505134,-0.912673766206276,-6.139812071171429,-14.10180417114406,0.04502923955504507,1.4200164246782998,0.13035969859532742,1.3687039213606536,0.13851351351351351,0.037162162162162164,0.08445945945945946,0.0,8.0,70.0
pn,pilot_hard,53,breach,False,3.429999999999971,,3.419999999999971,0.5700000000000003,4.350393444726406,2.9793849910196712,-0.8374667315940887,-6.318861730441812,-11.65813675961597,0.05867891878794405,1.3738872733545358,0.1825201535817393,1.2814064098276339,0.119533527696793,0.043731778425655975,0.07871720116618076,0.0,8.0,70.0
pn,pilot_hard,54,intercept,True,0.6600000000000004,0.6500000000000004,,,3.355920160764059,40.162463699101124,0.02705163181853465,-0.39581233068325944,-5.100847489544377,0.1288929324571209,0.8077630792212559,0.2625291046948818,0.10372122119387395,0.0,0.015151515151515152,0.09090909090909091,0.0,8.0,70.0
pn,pilot_hard,55,intercept,True,0.6800000000000004,0.6700000000000004,,,3.37323084095276,37.460225927606885,-0.018666628645197192,-2.0477697695405124,-6.603393126319301,0.12575354245379258,0.8573216738202571,0.17718561594313834,0.15419562966218972,0.014705882352941176,0.029411764705882353,0.10294117647058823,0.0,8.0,70.0
pn,pilot_hard,56,intercept,False,0.6900000000000004,0.6800000000000004,,0.6700000000000004,3.7728027167425173,38.135521382001684,-0.08808363951278719,-3.590608297283786,-8.469432838392352,0.12161222909805448,0.7602107778711874,0.053110511650837675,0.23226896416015044,0.028985507246376812,0.043478260869565216,0.13043478260869565,0.0,8.0,70.0
pn,pilot_hard,57,intercept,False,0.7400000000000004,0.7300000000000004,,0.6700000000000004,3.759215248194621,35.69625127839009,-0.4863167008224648,-6.62059093589547,-14.53084037241624,0.09268300328530288,0.9319562239256256,-0.6082665508877391,0.7022780485610717,0.0945945945945946,0.06756756756756757,0.20270270270270271,0.0,8.0,70.0
pn,pilot_hard,58,breach,False,3.5499999999999683,,3.5399999999999685,0.7700000000000005,4.572190310911231,2.958735177033713,-0.8868704404416903,-7.583991652830234,-12.88818803688553,0.0608870334391985,1.0612187350978397,0.19235998027174028,1.3328141352865552,0.11549295774647887,0.03943661971830986,0.07605633802816901,0.0,8.0,70.0
pn,pilot_hard,59,intercept,True,0.7100000000000004,0.7000000000000004,,,3.6414467631515564,42.99717068062085,-0.022898215170373493,-2.2883257591615034,-6.755582923202559,0.126089969293498,0.765163069636041,0.18353026526060945,0.15874583133519057,0.014084507042253521,0.028169014084507043,0.09859154929577464,0.0,8.0,70.0
range_only,pilot_hard,0,intercept,True,0.7700000000000005,0.7600000000000005,,,3.793791248997672,35.69972330098705,-0.02795928401363168,-2.3699546830667706,-5.045517430553679,0.12096285741210054,1.3689547917462503,0.1656405994647142,0.16117922637963786,0.012987012987012988,0.03896103896103896,0.12987012987012986,0.0,8.0,70.0
range_only,pilot_hard,1,breach,False,2.909999999999982,,2.899999999999982,0.6800000000000004,4.144495308339583,2.9711270036320734,-0.30134385016018994,-2.5037587938386614,-4.053595012922994,0.07457961039457009,2.458614783178182,0.23609189268442055,0.5617582134438135,0.14432989690721648,0.030927835051546393,0.15120274914089346,0.0,8.0,70.0
range_only,pilot_hard,2,intercept,True,0.7500000000000004,0.7400000000000004,,,3.3335563065897964,38.481347342229114,0.10235293926089739,0.27040001615495896,-1.101083500802406,0.12751302908232326,1.409963779113888,0.3829368016976995,0.016392151751411194,0.0,0.0,0.04,0.0,8.0,70.0
range_only,pilot_hard,3,intercept,True,0.8200000000000005,0.8100000000000005,,,3.6893581197739347,39.346812129188784,0.0791794836730394,-0.16025119133407156,-2.7017661942200335,0.11961908700416053,1.725797085146736,0.3219620145397837,0.06383335122620824,0.0,0.012195121951219513,0.14634146341463414,0.0,8.0,70.0
range_only,pilot_hard,4,breach,False,3.1699999999999764,,3.1599999999999766,0.7800000000000005,4.431938269020898,2.9885538922880692,-0.34689244293175003,-3.082431513660803,-5.26963556197901,0.06868181183532826,2.2229785280995147,0.18976173475484484,0.6334374477096846,0.14511041009463724,0.03785488958990536,0.15141955835962145,0.0,8.0,70.0
range_only,pilot_hard,5,intercept,True,0.5700000000000003,0.5600000000000003,,,3.7308062349830173,35.375771469100826,0.11032513255261978,0.7166289762946723,-0.5952809165185412,0.12536049833017968,1.63599620700951,0.38584962156806124,0.011429538362150896,0.0,0.0,0.05263157894736842,0.0,8.0,70.0
range_only,pilot_hard,6,intercept,True,0.7000000000000004,0.6900000000000004,,,3.463854948525412,36.493538304258735,0.08182526139849877,0.8332459287662586,-0.590807375065796,0.12288330372123309,1.7276839913091855,0.40980958683238494,0.018018804877727876,0.0,0.0,0.08571428571428572,0.0,8.0,70.0
range_only,pilot_hard,7,intercept,True,0.6000000000000003,0.5900000000000003,,,3.4303421115244994,36.17932663285559,0.06083554319255968,-0.8079029102266471,-2.7856777350489295,0.12658015933990216,1.11124274998262,0.2879213484634475,0.06207663900469571,0.0,0.016666666666666666,0.13333333333333333,0.0,8.0,70.0
range_only,pilot_hard,8,breach,False,3.3999999999999715,,3.3899999999999717,0.7400000000000004,5.456941420075806,2.944508874194655,-0.1291928949152047,-1.5151597886616297,-3.7745971965564036,0.09458875209986214,2.224299199384061,0.3079152560986059,0.42199550236088984,0.06764705882352941,0.029411764705882353,0.1323529411764706,0.0,8.0,70.0
range_only,pilot_hard,9,intercept,True,0.6300000000000003,0.6200000000000003,,,3.765152139642898,36.320517898377325,0.09054438489033034,0.660159763268181,-1.5409785250853392,0.12405675339129763,1.5903957224129568,0.3453064172678485,0.03270492776417024,0.0,0.0,0.12698412698412698,0.0,8.0,70.0
range_only,pilot_hard,10,intercept,False,0.8500000000000005,0.8400000000000005,,0.8300000000000005,3.6405807529826495,38.46782724720545,-0.05756551083392192,-4.5647497117430555,-6.347417856024126,0.11876853745586344,1.35683216968613,0.13903780633008953,0.19547778482845599,0.023529411764705882,0.047058823529411764,0.12941176470588237,0.0,8.0,70.0
range_only,pilot_hard,11,breach,False,3.4999999999999694,,3.4899999999999696,0.7400000000000004,4.190682613778547,2.958815877690577,-0.2729843945440028,-2.6984696908092727,-5.17560733751413,0.07875720802756457,2.577171935963547,0.2532973071152195,0.5646299857939637,0.10857142857142857,0.022857142857142857,0.15142857142857144,0.0,8.0,70.0
range_only,pilot_hard,12,intercept,True,0.7600000000000005,0.7500000000000004,,,3.7257452971683334,38.55262487563213,0.05911121380601714,-0.35453775918002933,-2.773784062555184,0.12379095165945592,1.5210119181626651,0.29778006456121614,0.06291837063812399,0.0,0.013157894736842105,0.10526315789473684,0.0,8.0,70.0
range_only,pilot_hard,13,breach,False,3.089999999999978,,3.0799999999999783,0.7500000000000004,4.228659451765563,2.9553073793887314,-0.13446625958366998,-1.1175477554386901,-3.606329733904343,0.11096545683113261,1.7835997451168302,0.3747485577626618,0.2766319244475973,0.045307443365695796,0.019417475728155338,0.08090614886731391,0.0,8.0,70.0
range_only,pilot_hard,14,intercept,True,0.8100000000000005,0.8000000000000005,,,3.625299965598847,36.89938227379651,-0.048384840426032305,-4.818700162990157,-6.711465207526115,0.1201137660630754,1.473480313869551,0.1384378027126011,0.19097513799375182,0.012345679012345678,0.04938271604938271,0.1111111111111111,0.0,8.0,70.0
range_only,pilot_hard,15,intercept,True,0.8700000000000006,0.8600000000000005,,,3.573390363164388,38.04105695786508,0.05131997068518179,-1.1549800549306022,-3.090904294209197,0.12226970603752978,1.486439850872469,0.30274146336356117,0.050496549771763946,0.0,0.011494252873563218,0.08045977011494253,0.0,8.0,70.0
range_only,pilot_hard,16,intercept,True,0.7000000000000004,0.6900000000000004,,,3.350910807854535,40.55170202375743,0.08939976852101617,-0.315498201440971,-2.220301956184313,0.12131269482325077,1.778045154549977,0.32186845680874193,0.039254640419126734,0.0,0.014285714285714285,0.07142857142857142,0.0,8.0,70.0
range_only,pilot_hard,17,intercept,True,0.7800000000000005,0.7700000000000005,,,3.7880464847153146,35.13572090212608,0.11335172832257434,0.6008706549769041,-0.41472388146199995,0.12797297853182513,1.4390654764050557,0.40419032609431904,0.0072311504840817725,0.0,0.0,0.0641025641025641,0.0,8.0,70.0
range_only,pilot_hard,18,breach,False,2.949999999999981,,2.9399999999999813,0.8000000000000005,5.224834471253813,2.8388936108947207,-0.043052786955958045,-0.779433111557817,-2.3681701502682224,0.11282863577530436,1.7663318840384872,0.3745036752998296,0.15279607830650377,0.030508474576271188,0.030508474576271188,0.08135593220338982,0.0,8.0,70.0
range_only,pilot_hard,19,breach,False,2.709999999999986,,2.6999999999999864,0.6800000000000004,3.8013312632494385,2.9314830124836124,-0.3766042026936066,-4.700108282870638,-5.279848141504093,0.058400145812300026,2.07546668292261,0.16998688204591428,0.6798310712860203,0.17343173431734318,0.05166051660516605,0.15867158671586715,0.0,8.0,70.0
range_only,pilot_hard,20,intercept,True,0.7400000000000004,0.7300000000000004,,,3.724883475121305,38.94582387895241,0.09494747360986688,0.5567170233619797,-1.0493712129452355,0.12577955366856572,1.5003945442156852,0.3670493749546199,0.022168757541357893,0.0,0.0,0.06756756756756757,0.0,8.0,70.0
range_only,pilot_hard,21,intercept,True,0.7400000000000004,0.7300000000000004,,,3.7916808137522007,40.99649465374999,0.08045101238083097,0.6356695974243131,-1.7143564470007626,0.12347587307326639,1.6262270208955705,0.33760182635638086,0.03632735758614782,0.0,0.0,0.0945945945945946,0.0,8.0,70.0
range_only,pilot_hard,22,intercept,True,0.6500000000000004,0.6400000000000003,,,3.5757805030113214,34.11408280603801,0.04441329569195107,-0.7837711993743868,-3.517613613897396,0.12127874833328238,1.579276213176178,0.23000892505940107,0.08874228469028768,0.0,0.015384615384615385,0.13846153846153847,0.0,8.0,70.0
range_only,pilot_hard,23,intercept,True,0.7100000000000004,0.7000000000000004,,,3.7031101860840625,39.22177619906703,0.09108792422215806,0.7428683466667887,-0.9287085410205984,0.12110671769439307,1.7863146107098786,0.34121168180966743,0.021250394452990377,0.0,0.0,0.15492957746478872,0.0,8.0,70.0
